,Date,Oprice,MaxPrice,MinPrice,CPrice,SMA,std,diff,position,yield_Rate,strategy_return,return_cum,strategy_cum,index,Cumulative_Rate,drawdown,Max_drawdown,log_return,daily_Vlt,annual_Vlt
20,20080130,4817.161,4858.101,4606.144,4710.652,4861.852,157.1782030511865,151.19999999999982,-1,-0.0108001057520416,0.0108001057520416,0.8747561560103861,1.061285373689933,20,20.53529430273508,0,0,0.025983380361108154,0,0
21,20080131,4693.607,4733.6990000000005,4614.282,4620.401,4780.4896,155.80761341038513,160.08860000000004,-1,-0.019158918977670192,0.019158918977670192,0.857996773692165,1.081618454176645,21,21.616912756911724,0,0,0.015023205677884113,0,0
22,20080201,4623.621,4660.994000000001,4414.119000000001,4571.945,4679.3928,71.54731308553802,107.44779999999992,-1,-0.010487401418188602,0.010487401418188602,0.8489986171109445,1.092961821086916,22,22.70987457799864,0,0,-0.015436235485272372,0,0
23,20080204,4695.545999999999,4951.248,4695.545999999999,4950.124,4723.040999999999,131.6126322128693,-227.08300000000054,-1,0.08271731177868502,-0.08271731177868502,0.9192255004221829,1.0025549573698702,23,23.71242953536851,0,0,-0.05133274589027874,0,0
24,20080205,4942.875,4995.5740000000005,4878.119000000001,4921.829000000001,4754.9902,154.5949928469873,-166.83880000000045,1,-0.00571601842701297,0.00571601842701297,0.9139711905231894,1.0082855799802894,24,24.7207151153488,0,0,0.01715277050888923,0,0
25,20080213,4858.814,4883.244000000001,4785.8,4816.084,4776.0766,154.2993546073348,-40.00739999999951,1,-0.02148489921124863,-0.02148489921124863,0.8943346116128138,0.9866226659182575,25,25.707337781267057,0,0,-7.2033780138719816e-06,0,0
26,20080214,4858.849,4913.318,4842.847,4880.252,4828.0468,135.7605003311348,-52.20520000000033,0,0.013323687875876011,0.013323687875876011,0.9062504468345357,0.9997681183702171,26,26.707105899637273,0,0,0.002643003667480999,0,0
27,20080215,4846.024,4846.024,4742.101,4813.311,4876.320000000001,55.012852858218665,63.009000000000924,0,-0.013716709710892117,-0.0,0.8938196725299401,0.9997681183702171,27,27.70687401800749,0,0,-0.006005631121177469,0,0
28,20080218,4875.215,4944.88,4845.308,4910.992,4868.4936,46.00200948045671,-42.4984000000004,0,0.02029393072668695,0.0,0.9119587870464128,0.9997681183702171,28,28.706642136377706,0,0,-0.010533399901047256,0,0
29,20080219,4926.839,5020.753,4885.695,5020.753,4888.278399999999,76.1078088256389,-132.47460000000046,0,0.022350066951849934,0.0,0.9323411269942279,0.9997681183702171,29,29.706410254747922,0,0,-0.021274313300104902,0,0
30,20080220,5032.777,5062.2609999999995,4901.661,4908.717000000001,4906.805,67.00973550462645,-1.912000000000262,1,-0.022314581099687425,-0.0,0.9115363253033412,0.9997681183702171,30,30.70617837311814,0,0,0.031119980085020572,0,0
31,20080221,4878.569,4924.4490000000005,4796.099,4876.03,4905.9606,67.36467475049517,29.930600000000595,0,-0.006658970154523214,-0.006658970154523214,0.9054664321183824,0.993110692308546,31,31.699289065426683,0,0,0.005691395071798067,0,0
32,20080222,4850.8820000000005,4850.8820000000005,4649.813,4702.241,4883.7466,103.09259438504782,181.5056000000004,0,-0.03564149523280202,-0.0,0.8731942545945728,0.993110692308546,32,32.69239975773523,0,0,0.030680158874948016,0,0
33,20080225,4704.316,4722.6359999999995,4510.695,4519.782999999999,4805.504800000001,175.64663905284397,285.72180000000117,-1,-0.038802349773225275,-0.0,0.8393122657078235,0.993110692308546,33,33.68551045004378,0,0,0.014283394167422895,0,0
34,20080226,4637.6,4668.831,4394.594,4515.532999999999,4704.4608,167.90539989220153,188.9278000000004,-1,-0.0009403106299572528,0.0009403106299572528,0.8385230514625249,0.9940445248492479,34,34.67955497489303,0,0,0.020588052964234427,0,0
35,20080227,4543.097,4660.407999999999,4500.89,4639.768,4650.670999999999,133.38588139529625,10.902999999999338,-1,0.027512809672745275,-0.027512809672745275,0.861593176583623,0.966695567030836,35,35.64625054192386,0,0,-0.02350706777454767,0,0
36,20080228,4651.157,4670.173,4582.823,4622.056,4599.876200000001,72.23648328483351,-22.179799999998977,0,-0.003817432250923014,0.003817432250923014,0.8583041030041575,0.9703858618652439,36,36.61663640378911,0,0,0.00753548493190253,0,0
37,20080229,4616.24,4683.159000000001,4597.627,4674.55,4594.338,64.86110300943113,-80.21200000000044,0,0.011357283425384779,0.0,0.8680521059671463,0.9703858618652439,37,37.587022265654355,0,0,-0.007014618656303157,0,0
38,20080303,4648.735,4803.9,4611.7,4790.744000000001,4648.5302,88.73298093133167,-142.21380000000045,0,0.02485672417665885,0.0,0.8896290377361395,0.9703858618652439,38,38.5574081275196,0,0,-0.03480876329140054,0,0
39,20080304,4813.401,4836.657,4657.380999999999,4671.148,4679.6532,58.90299406447888,8.505199999999604,1,-0.02496397219304569,-0.0,0.8674203631759686,0.9703858618652439,39,39.52779398938485,0,0,0.034425291625052874,0,0
40,20080305,4650.518,4689.967000000001,4519.7429999999995,4628.724,4677.4444,60.54151269203663,48.720400000000154,0,-0.009082135697691451,-0.009082135697691451,0.8595423337306637,0.9615726857886625,40,40.48936667517351,0,0,0.0011723844065212661,0,0
41,20080306,4645.069,4746.584,4592.621,4685.03,4690.0392,53.89414686735489,5.009200000000419,0,0.012164475566052158,0.0,0.8699982154473178,0.9615726857886625,41,41.45093936096217,0,0,0.0007136993531202523,0,0
42,20080307,4641.755,4693.207,4597.009,4621.685,4679.4662,60.6569617254278,57.781199999999444,0,-0.013520724520440508,-0.0,0.8582352092429798,0.9615726857886625,42,42.41251204675083,0,0,0.011489883926701003,0,0
43,20080310,4588.727,4588.765,4406.232,4431.589,4607.6352,91.27785024944444,176.04619999999977,0,-0.04113131898863731,-0.0,0.822934863084327,0.9615726857886625,43,43.37408473253949,0,0,0.04352608759037454,0,0
44,20080311,4393.282,4441.184,4315.183,4441.184,4561.6424,104.6457526029604,120.45839999999953,-1,0.0021651376063980265,0.0,0.8247166303040069,0.9615726857886625,44,44.33565741832815,0,0,-0.03170685087644128,0,0
45,20080312,4534.811,4553.335999999999,4308.35,4309.648,4497.8272,136.66967879292022,188.17919999999958,-1,-0.029617327271286187,0.029617327271286187,0.8002907279582208,0.9900518987187948,45,45.32570931704694,0,0,0.06104279446844477,0,0
46,20080313,4266.273,4296.3640000000005,4121.275,4198.96,4400.613200000001,141.71585051418924,201.65320000000065,-1,-0.02568376814069273,0.02568376814069273,0.7797362464561957,1.015480162132741,46,46.34118947917968,0,0,0.020563824639007106,0,0
47,20080314,4179.438,4212.407999999999,4092.7909999999997,4157.871,4307.8504,116.14065698212664,149.97940000000017,-1,-0.009785518318821795,0.009785518318821795,0.7721061231326493,1.025417161861691,47,47.36660664104137,0,0,0.009752292734717992,0,0
48,20080317,4138.877,4138.877,3958.292,3965.2790000000005,4214.588400000001,158.74393265205438,249.3094000000001,-1,-0.046319859370336336,0.046319859370336336,0.7363422760901693,1.0729143405950539,48,48.43952098163643,0,0,0.05309126533525184,0,0
49,20080318,3924.87,3996.9590000000003,3700.35,3763.948,4079.1412000000005,192.8728415318238,315.1932000000006,-1,-0.050773476469121226,0.050773476469121226,0.698955618861886,1.1273899316206395,49,49.56691091325707,0,0,0.0224852767227521,0,0
50,20080319,3837.603,3954.466,3776.301,3888.861,3994.9837999999995,163.4995381001427,106.12279999999964,-1,0.03318669652184347,-0.03318669652184347,0.7221516468672926,1.0899755840981635,50,50.65688649735523,0,0,0.001146685064182667,0,0
51,20080320,3833.205,4044.692,3658.04,4001.8320000000003,3955.5582000000004,129.86855877755798,-46.27379999999994,-1,0.02904989404352598,-0.02904989404352598,0.7431300756921453,1.0583119088700816,51,51.71519840622531,0,0,-0.04214224162175636,0,0
52,20080321,3998.197,4083.163,3958.967,4037.83,3931.55,97.24754443172343,-106.27999999999975,0,0.008995380115906837,-0.008995380115906837,0.7498148131985588,1.0487919909686043,52,52.763990397193915,0,0,-0.021740118416227142,0,0
53,20080324,4086.07,4103.5740000000005,3857.091,3857.091,3909.9124,99.3488732308526,52.82140000000027,1,-0.044761418880933546,-0.0,0.7162520382618491,1.0487919909686043,53,53.81278238816252,0,0,0.07773819708672636,0,0
54,20080325,3780.4590000000003,3937.671,3747.0190000000002,3905.7740000000003,3938.2776,69.33915271071609,32.50359999999955,0,0.012621688210104676,0.012621688210104676,0.7252923481686422,1.0620295164758649,54,54.874811904638385,0,0,-0.03799571213046505,0,0
55,20080326,3926.864,4001.552,3888.018,3914.37,3943.3794000000003,66.39129710918446,29.00940000000037,0,0.0022008441860690287,0.0,0.7268886036163095,1.0620295164758649,55,55.93684142111425,0,0,0.0204334108072658,0,0
56,20080327,3847.4390000000003,3873.611,3745.8790000000004,3748.92,3892.797,93.42791607651321,143.87699999999995,0,-0.042267338039071345,-0.0,0.6961649572905104,1.0620295164758649,56,56.99887093759012,0,0,0.03557294345377146,0,0
57,20080328,3712.98,3925.8559999999998,3661.381,3918.156,3868.8622000000005,63.85610706706132,-49.293799999999464,-1,0.045142601069107835,0.0,0.7275916542357684,1.0620295164758649,57,58.06090045406599,0,0,-0.023746635907413417,0,0
58,20080331,3802.2059999999997,3891.66,3780.1220000000003,3790.53,3855.55,71.41331964276688,65.01999999999998,0,-0.03257297565487427,0.03257297565487427,0.703891828995657,1.096622978060791,58,59.15752343212678,0,0,0.006845204266964493,0,0
59,20080401,3776.268,3815.157,3566.2090000000003,3582.855,3790.9662000000003,123.68030388772495,208.11120000000028,0,-0.05478785288600807,-0.0,0.6653271070209799,1.096622978060791,59,60.25414641018757,0,0,0.041878842577644806,0,0
60,20080402,3621.388,3698.526,3493.184,3547.9770000000003,3717.6876,136.7117955563454,169.71059999999989,-1,-0.00973469481740108,-0.0,0.6588503506803862,1.096622978060791,60,61.35076938824837,0,0,0.028901345168090304,0,0
61,20080403,3518.223,3665.651,3457.617,3650.698,3698.0432,137.86457606129278,47.345200000000204,-1,0.02895199151516481,-0.02895199151516481,0.6779253804430482,1.0648735589046403,61,62.415642947153,0,0,-0.026293974984943434,0,0
62,20080407,3611.958,3854.0679999999998,3578.377,3845.822,3683.5764000000004,116.08246565024366,-162.24559999999974,0,0.0534484090439693,-0.0534484090439693,0.7141594134782567,1.0079577613481978,62,63.4236007085012,0,0,-0.06434534201104178,0,0
63,20080408,3852.011,3935.333,3820.1,3891.059,3703.6822,139.25834620503005,-187.3768,1,0.011762634880137401,0.0,0.7225598099052145,1.0079577613481978,63,64.43155846984939,0,0,-0.0013656260302405692,0,0
64,20080409,3857.275,3911.697,3687.597,3688.125,3724.7362000000003,126.79975912500781,36.61120000000028,1,-0.05215392519105988,-0.05215392519105988,0.6848754796333515,0.9553888076670957,64,65.38694727751648,0,0,0.05752135397318708,0,0
65,20080410,3641.66,3754.715,3608.316,3754.715,3766.0838000000003,91.1017981236376,11.368800000000192,0,0.01805524487375032,0.01805524487375032,0.6972410741261589,0.9726385865391655,65,66.35958586405565,0,0,-0.04105952829783375,0,0
66,20080411,3794.297,3825.295,3755.015,3783.728,3792.6898,70.64803872550185,8.96180000000004,0,0.007727084479114854,0.0,0.7026287148082405,0.9726385865391655,66,67.33222445059481,0,0,0.025398249078881868,0,0
